Kigezruk Creek|stream|SRID=4269;POINT(-167.74056 65.50889)
Kasook Inlet|bay|SRID=4269;POINT(-132.79194 55.01361)
Kasook Lake|lake|SRID=4269;POINT(-132.82742 55.05344)
Kassa Inlet|bay|SRID=4269;POINT(-132.50083 54.95667)
Kassa Island|island|SRID=4269;POINT(-132.49639 54.94472)
Kassa Point|cape|SRID=4269;POINT(-132.52528 54.92194)
Kataguni Island|island|SRID=4269;POINT(-135.25028 59.015)
Katakwa Point|cape|SRID=4269;POINT(-130.72972 54.76917)
Katalla|populated place|SRID=4269;POINT(-144.51833 60.19722)
Katalla Bay|bay|SRID=4269;POINT(-144.49722 60.18194)
Katalla Oil Field|oilfield|SRID=4269;POINT(-144.43306 60.1825)
Katalla River|stream|SRID=4269;POINT(-144.4975 60.20222)
Katalla Slough|gut|SRID=4269;POINT(-144.46861 60.19417)
Katete River|stream|SRID=4269;POINT(-131.81667 56.66667)
Kathleen Creek|stream|SRID=4269;POINT(-144.03083 60.20528)
Lake Kathleen|lake|SRID=4269;POINT(-134.67275 57.91008)
Katlian Bay|bay|SRID=4269;POINT(-135.33611 57.16944)
Katlian River|stream|SRID=4269;POINT(-135.27472 57.16972)
Mount Katlian|summit|SRID=4269;POINT(-135.20111 57.15444)
Katz Island|island|SRID=4269;POINT(-135.31667 57.03111)
Katzehin River|stream|SRID=4269;POINT(-135.29056 59.1975)
Kauda Point|cape|SRID=4269;POINT(-133.25833 55.77583)
Kayak Islands|island|SRID=4269;POINT(-135.35417 57.02444)
Keating Range|range|SRID=4269;POINT(-132.61833 56.14306)
Keene Channel|channel|SRID=4269;POINT(-132.99222 56.60694)
Keene Island|island|SRID=4269;POINT(-132.98111 56.60361)
Keene Rock|bar|SRID=4269;POINT(-135.3675 57.03528)
Keete Inlet|bay|SRID=4269;POINT(-132.52667 55.05222)
Keete Island|island|SRID=4269;POINT(-132.57833 55.0475)
Keete Point|cape|SRID=4269;POINT(-132.55389 55.04889)
Keg Point|cape|SRID=4269;POINT(-132.85806 54.89472)
Keg Point|cape|SRID=4269;POINT(-132.92417 56.03417)
Kegan Cove|bay|SRID=4269;POINT(-132.15611 55.0175)
Kegan Creek|stream|SRID=4269;POINT(-132.16861 55.0225)
Kegan Lake|lake|SRID=4269;POINT(-132.2049 55.03418)
Keku Creek|stream|SRID=4269;POINT(-133.66694 56.73639)
Keku Islands|island|SRID=4269;POINT(-133.995 56.91694)
Keku Islets|island|SRID=4269;POINT(-134.09056 56.93056)
Keku Strait|channel|SRID=4269;POINT(-133.93167 56.89056)
Kekur Peninsula|cape|SRID=4269;POINT(-134.92944 56.38917)
Kekur Point|cape|SRID=4269;POINT(-134.94722 56.385)
Kelgaya Bay|bay|SRID=4269;POINT(-135.36639 59.2125)
Kelgaya Point|cape|SRID=4269;POINT(-135.3725 59.21417)
Kell Bay|bay|SRID=4269;POINT(-134.14472 56.15556)
Kellogg Point|cape|SRID=4269;POINT(-132.87417 55.10278)
Kelly Cove|bay|SRID=4269;POINT(-133.63833 55.46111)
Kelly Mountain|summit|SRID=4269;POINT(-145.51472 60.67694)
Kelp Bay|bay|SRID=4269;POINT(-134.8675 57.3)
Kelp Island|island|SRID=4269;POINT(-131.27611 54.86806)
Kelp Island Anchorage|bay|SRID=4269;POINT(-131.25861 54.86972)
Kelp Passage|channel|SRID=4269;POINT(-132.44778 54.78917)
Kelp Point|cape|SRID=4269;POINT(-132.44778 55.96)
Kelp Rocks|bar|SRID=4269;POINT(-131.64389 55.14972)
Kelsall River|stream|SRID=4269;POINT(-136.03333 59.53139)
Kenai Lake|lake|SRID=4269;POINT(-149.59069 60.39037)
Kenasnow Rocks|bar|SRID=4269;POINT(-134.59722 57.49222)
Kendrick Bay|bay|SRID=4269;POINT(-132.01 54.87417)
Kendrick Islands|island|SRID=4269;POINT(-131.99889 54.88333)
Kennel Creek|stream|SRID=4269;POINT(-135.15722 57.89889)
Kenny Cove|bay|SRID=4269;POINT(-146.12028 60.41917)
Kern|locale|SRID=4269;POINT(-149.07806 60.90694)
Kern Creek|stream|SRID=4269;POINT(-149.08556 60.91056)
Keski Island|island|SRID=4269;POINT(-133.33472 55.93139)
Kestrel Island|island|SRID=4269;POINT(-130.79861 55.1075)
Keta River|stream|SRID=4269;POINT(-130.47444 55.3375)
Ketchikan|populated place|SRID=4269;POINT(-131.64611 55.34222)
Ketchikan Creek|stream|SRID=4269;POINT(-131.63972 55.34083)
Ketchikan Harbor|harbor|SRID=4269;POINT(-131.64861 55.34278)
Ketchikan Rifle Range|locale|SRID=4269;POINT(-131.7825 55.43278)
Ketili Creek|gut|SRID=4269;POINT(-131.9275 56.69306)
Ketili River|gut|SRID=4269;POINT(-131.98639 56.70167)
Key Reef|bar|SRID=4269;POINT(-132.83139 56.15917)
Key Reef Rock|bar|SRID=4269;POINT(-132.81972 56.14972)
Khantaak Island|island|SRID=4269;POINT(-139.76083 59.5975)
Khantaak Light|building|SRID=4269;POINT(-139.78083 59.55972)
Khayyam Point|cape|SRID=4269;POINT(-132.34833 55.40972)
Khaz Bay|bay|SRID=4269;POINT(-136.10333 57.57056)
Khaz Breakers|bar|SRID=4269;POINT(-136.11917 57.51806)
Khaz Head|cape|SRID=4269;POINT(-136.01167 57.52806)
Khaz Peak|summit|SRID=4269;POINT(-135.95583 57.50028)
Khaz Peninsula|cape|SRID=4269;POINT(-135.90556 57.46472)
Khaz Point|cape|SRID=4269;POINT(-136.01611 57.50111)
Khvostof Lake|lake|SRID=4269;POINT(-134.89876 56.52926)
Kiangolevik Pass|stream|SRID=4269;POINT(-165.0875 62.4425)
Kicking Horse River|stream|SRID=4269;POINT(-135.62833 59.26306)
Kickstep Mountain|summit|SRID=4269;POINT(-149.095 60.75306)
Kidney Cove|bay|SRID=4269;POINT(-135.32083 56.90694)
Kidney Island|island|SRID=4269;POINT(-135.88861 58.5325)
Killer Bay|bay|SRID=4269;POINT(-149.23139 59.95028)
Killisnoo (historical)|populated place|SRID=4269;POINT(-134.56972 57.46944)
Killisnoo Harbor|bay|SRID=4269;POINT(-134.56222 57.4625)
Killisnoo Island|island|SRID=4269;POINT(-134.59056 57.46972)
Kina Cove|bay|SRID=4269;POINT(-132.51472 55.50139)
Kina Creek|stream|SRID=4269;POINT(-132.52722 55.48889)
Kina Lake|lake|SRID=4269;POINT(-132.55368 55.46146)
Kindergarten Bay|bay|SRID=4269;POINT(-132.69389 56.20472)
King Creek|stream|SRID=4269;POINT(-130.85194 55.84139)
King Island|island|SRID=4269;POINT(-132.16222 55.29528)
Knig Slough|gut|SRID=4269;POINT(-132.45806 56.64472)
Kings Bay|bay|SRID=4269;POINT(-148.55722 60.52639)
Kings Glacier|glacier|SRID=4269;POINT(-148.60472 60.435)
Kings Point|cape|SRID=4269;POINT(-148.65528 60.4625)
Kings River|stream|SRID=4269;POINT(-148.70444 60.45194)
Kingsmill Point|cape|SRID=4269;POINT(-134.42 56.83306)
Kiniklik Island|island|SRID=4269;POINT(-147.63167 60.83944)
Mount Kinkaid|summit|SRID=4269;POINT(-135.32361 56.95417)
Kinky Island|island|SRID=4269;POINT(-136.33 57.79028)
Kimshan Cove|bay|SRID=4269;POINT(-136.11083 57.68861)
Kimshan Cove|locale|SRID=4269;POINT(-136.10222 57.68667)
Kirbas Island|island|SRID=4269;POINT(-135.41028 56.80389)
Kirk Point|cape|SRID=4269;POINT(-131.0075 54.99222)
Kirushkin Island|island|SRID=4269;POINT(-135.38306 57.04417)
Kita Island|island|SRID=4269;POINT(-135.43389 56.93861)
Kite Island|island|SRID=4269;POINT(-130.78167 55.08778)
Kitkun Bay|bay|SRID=4269;POINT(-132.16333 55.17194)
Kiuchman Rock|bar|SRID=4269;POINT(-134.36528 57.55222)
Kizhuchia Creek|stream|SRID=4269;POINT(-135.35194 56.93639)
Klag Bay|bay|SRID=4269;POINT(-136.09556 57.64472)
Klag Island|island|SRID=4269;POINT(-136.09306 57.61944)
Klahini River|stream|SRID=4269;POINT(-131.05889 56.05444)
Klakas Inlet|bay|SRID=4269;POINT(-132.41694 54.99306)
Klakas Island|island|SRID=4269;POINT(-132.41056 54.89583)
Klakas Lake|lake|SRID=4269;POINT(-132.3664 55.02623)
Klam Creek|stream|SRID=4269;POINT(-131.46639 55.845)
Klan Hill|summit|SRID=4269;POINT(-130.68833 54.75028)
Klawock|populated place|SRID=4269;POINT(-133.09583 55.55222)
Klawock Harbor|harbor|SRID=4269;POINT(-133.09917 55.55167)
Klawock Inlet|bay|SRID=4269;POINT(-133.12417 55.53111)
Klawock Island|island|SRID=4269;POINT(-133.10667 55.54972)
Klawock Reef|bar|SRID=4269;POINT(-133.17417 55.51417)
Klehini River|stream|SRID=4269;POINT(-135.93 59.41167)
Klinkwan (historical)|populated place|SRID=4269;POINT(-132.36417 54.89028)
Klinkwan Cove|bay|SRID=4269;POINT(-132.34778 54.88556)
Kliuchef Peninsula|cape|SRID=4269;POINT(-135.36944 56.82889)
Mount Kliuchef|summit|SRID=4269;POINT(-135.33694 56.83917)
Kliuchevoi Bay|bay|SRID=4269;POINT(-135.3675 56.83917)
Kliuchevoi Island|island|SRID=4269;POINT(-135.37889 56.83528)
Mount Kloh Kutz|summit|SRID=4269;POINT(-136.26611 58.88556)
Klokachef Island|island|SRID=4269;POINT(-135.88972 57.41139)
Klokachef Point|cape|SRID=4269;POINT(-135.90528 57.40361)
Klondike Gold Rush National Historical Park|park|SRID=4269;POINT(-135.31194 59.45639)
Klotz Hills|range|SRID=4269;POINT(-136.04806 58.875)
Klu Bay|bay|SRID=4269;POINT(-131.45583 55.84333)
Klu Creek|stream|SRID=4269;POINT(-131.435 55.84417)
Kluanil Island|island|SRID=4269;POINT(-132.23111 55.385)
Kluchman Mountain|summit|SRID=4269;POINT(-133.74083 58.56833)
Klukwah Mountain|summit|SRID=4269;POINT(-135.86611 59.58889)
Klukwan Indian Reservation (historical)|civil|SRID=4269;POINT(-135.86806 59.39722)
Klutshah Mountain|summit|SRID=4269;POINT(-135.93611 59.51972)
Knight Island|island|SRID=4269;POINT(-139.5625 59.71972)
Knight Island|island|SRID=4269;POINT(-147.73944 60.36611)
Knight Island Passage|channel|SRID=4269;POINT(-147.97556 60.26667)
Knob Island|island|SRID=4269;POINT(-133.33806 55.91028)
Knot Point|cape|SRID=4269;POINT(-145.7625 60.59306)
Knowl|summit|SRID=4269;POINT(-134.39667 58.66167)
Knowles Bay|bay|SRID=4269;POINT(-146.55167 60.68306)
Knowles Head|cape|SRID=4269;POINT(-146.62167 60.68167)
Knudson Cove|bay|SRID=4269;POINT(-131.79417 55.47444)
Kochu Island|island|SRID=4269;POINT(-135.395 59.14667)
Kogish Mountain|summit|SRID=4269;POINT(-133.175 55.69139)
Koianglas (historical)|locale|SRID=4269;POINT(-132.70472 54.81639)
Koka Island|island|SRID=4269;POINT(-135.3825 56.90528)
Kokinhenik Bar|bar|SRID=4269;POINT(-145.14611 60.23694)
Kokinhenik Branch|channel|SRID=4269;POINT(-145.09333 60.34917)
Kokinhenik Island|island|SRID=4269;POINT(-145.08194 60.31)
Koknuk Flats|bar|SRID=4269;POINT(-132.49528 56.57667)
Kolash Island|island|SRID=4269;POINT(-135.38639 56.84083)
Mount Kolloen|summit|SRID=4269;POINT(-134.73083 56.26889)
Kook Creek|stream|SRID=4269;POINT(-134.93833 57.66861)
Kook Lake|lake|SRID=4269;POINT(-134.98458 57.66494)
Kootznahoo Head|summit|SRID=4269;POINT(-134.59194 57.5275)
Kootznahoo Inlet|bay|SRID=4269;POINT(-134.51417 57.53389)
Kootznahoo Roads|bay|SRID=4269;POINT(-134.59306 57.48194)
Koppen Creek|stream|SRID=4269;POINT(-145.89806 60.70694)
Korga Island|island|SRID=4269;POINT(-135.38833 56.93)
Kosciusko Island|island|SRID=4269;POINT(-133.53861 56.04194)
Kousk Island|island|SRID=4269;POINT(-133.99139 56.90861)
Mount Krause|summit|SRID=4269;POINT(-135.89583 59.18306)
Krauses Hole|bay|SRID=4269;POINT(-133.05417 56.54111)
Kresta Point|cape|SRID=4269;POINT(-135.50472 57.14306)
Krestof Island|island|SRID=4269;POINT(-135.51028 57.18361)
Krestof Mountain|summit|SRID=4269;POINT(-135.48972 57.18472)
Krestof Sound|bay|SRID=4269;POINT(-135.57778 57.20611)
Krestof Sound|bay|SRID=4269;POINT(-135.65056 57.2525)
Krishka Island|island|SRID=4269;POINT(-134.99306 56.60389)
Kritoi Basin|basin|SRID=4269;POINT(-134.98889 56.59694)
Kriwoi Island|island|SRID=4269;POINT(-139.65972 59.62611)
Krogh Lake|lake|SRID=4269;POINT(-132.33859 55.92146)
Krugloi Islands|island|SRID=4269;POINT(-135.72306 57.36444)
Krugloi Islands|island|SRID=4269;POINT(-135.46972 57.56361)
Krugloi Point|cape|SRID=4269;POINT(-135.44 57.18472)
Krutoi Island|island|SRID=4269;POINT(-139.64944 59.6675)
Kruzof Island|island|SRID=4269;POINT(-135.67472 57.17056)
Kruzof Island Trail|trail|SRID=4269;POINT(-135.66917 57.17611)
Kuakan Point|cape|SRID=4269;POINT(-132.03167 56.09222)
Kabanof Rocks|bar|SRID=4269;POINT(-133.41889 55.73278)
Kugel Creek|stream|SRID=4269;POINT(-132.25194 55.04472)
Kugel Lake|lake|SRID=4269;POINT(-132.24467 55.06658)
Kugun Point|cape|SRID=4269;POINT(-133.22 55.82306)
Kuiu Island|island|SRID=4269;POINT(-134.05111 56.54056)
Kukkan Bay|bay|SRID=4269;POINT(-136.23417 57.66694)
Kukkan Passage|channel|SRID=4269;POINT(-136.19722 57.64778)
Kulichkof Rock|island|SRID=4269;POINT(-135.44139 56.99167)
Kunayosh Creek|stream|SRID=4269;POINT(-139.555 59.44583)
Kunk Creek|stream|SRID=4269;POINT(-132.39333 56.28389)
Kunk Lake|lake|SRID=4269;POINT(-132.42848 56.27741)
Kupreanof Mountain|summit|SRID=4269;POINT(-133.37417 56.89556)
Kushneahin Creek|stream|SRID=4269;POINT(-133.66444 56.47167)
Kushneahin Lake|lake|SRID=4269;POINT(-133.52061 56.50055)
Kushtaka Glacier|glacier|SRID=4269;POINT(-144.08806 60.43306)
Kushtaka Lake|lake|SRID=4269;POINT(-144.11532 60.38079)
Kushtaka Mountain|summit|SRID=4269;POINT(-144.15889 60.41056)
Kushtaka Ridge|ridge|SRID=4269;POINT(-144.1625 60.38444)
Kussan Point|cape|SRID=4269;POINT(-133.16528 55.84083)
Kutchuma Islands|island|SRID=4269;POINT(-135.31028 57.00667)
Kutkan Island|island|SRID=4269;POINT(-135.32694 57.04056)
Kutlaku Creek|stream|SRID=4269;POINT(-134.11694 56.62028)
Kutlaku Lake|lake|SRID=4269;POINT(-134.13849 56.609)
Kwain Bay|bay|SRID=4269;POINT(-131.365 55.09139)
Kwain Lake|lake|SRID=4269;POINT(-131.40405 55.07881)
Kwatahein Creek|stream|SRID=4269;POINT(-134.23694 56.60056)
Kwik Stream|stream|SRID=4269;POINT(-139.97389 59.9075)
Kwinlatch Slough|gut|SRID=4269;POINT(-144.01111 60.03417)
La Chaussee Spit|bar|SRID=4269;POINT(-137.67222 58.62)
La Perouse Glacier|glacier|SRID=4269;POINT(-137.22417 58.54111)
Mount La Perouse|summit|SRID=4269;POINT(-137.08028 58.56333)
Red Bay|bay|SRID=4269;POINT(-133.32556 56.29222)
Red Bay Mountain|summit|SRID=4269;POINT(-133.375 56.21806)
Red Bed Peak|summit|SRID=4269;POINT(-136.51417 58.66861)
Red Bluff Bay|bay|SRID=4269;POINT(-134.75611 56.86139)
Red Creek|stream|SRID=4269;POINT(-130.37444 55.38861)
Red Glacier|glacier|SRID=4269;POINT(-130.16914 55.95717)
Red Head|cape|SRID=4269;POINT(-146.50306 60.67083)
Red Lake|lake|SRID=4269;POINT(-133.32284 56.24669)
Red Mountain|summit|SRID=4269;POINT(-132.56 56.25833)
Red Mountain|summit|SRID=4269;POINT(-136.01472 58.99778)
Red Mountain|summit|SRID=4269;POINT(-131.56861 55.25)
Red River|stream|SRID=4269;POINT(-130.53722 55.14472)
Red Slough|gut|SRID=4269;POINT(-131.84694 56.63694)
Red Wind Slough|gut|SRID=4269;POINT(-159.68139 62.14778)
Redcliff Islands|island|SRID=4269;POINT(-135.10833 57.89861)
Redfield Cove|bay|SRID=4269;POINT(-139.59472 59.60861)
Lake Redfield|lake|SRID=4269;POINT(-139.50836 59.65383)
Redfish Bay|bay|SRID=4269;POINT(-134.86417 56.32806)
Redfish Breaker|bar|SRID=4269;POINT(-134.87417 56.3)
Redfish Cape|cape|SRID=4269;POINT(-134.87417 56.31167)
Redfish Islets|island|SRID=4269;POINT(-134.87111 56.30667)
Redman Creek|stream|SRID=4269;POINT(-149.63472 60.22)
Redoubt Bay|bay|SRID=4269;POINT(-135.33611 56.91444)
Redoubt Lake|lake|SRID=4269;POINT(-135.25038 56.88798)
Redoubt Lake Trail|trail|SRID=4269;POINT(-135.14667 56.95972)
Redwood (historical)|populated place|SRID=4269;POINT(-144.41306 60.19722)
Redwood Bay|bay|SRID=4269;POINT(-144.375 60.18194)
Redwood Creek|stream|SRID=4269;POINT(-144.38694 60.18472)
Reef Harbor|bay|SRID=4269;POINT(-131.25 54.99056)
Reef Island|island|SRID=4269;POINT(-132.97222 55.03583)
Reef Island|island|SRID=4269;POINT(-130.205 55.08139)
Reef Island|island|SRID=4269;POINT(-146.82861 60.84917)
Reef Point|cape|SRID=4269;POINT(-132.97056 55.06222)
Reef Point|cape|SRID=4269;POINT(-131.47556 55.24944)
Reef Point|cape|SRID=4269;POINT(-133.4271 55.463)
Reef Point|cape|SRID=4269;POINT(-132.55583 56.35889)
Reef Point Lake|lake|SRID=4269;POINT(-130.25897 55.08126)
Reef Rock|island|SRID=4269;POINT(-134.86917 56.31778)
Reflection Lake|lake|SRID=4269;POINT(-131.59473 56.03332)
Refuge Cove|bay|SRID=4269;POINT(-131.74361 55.40444)
Regina Cove|bay|SRID=4269;POINT(-130.56111 54.80722)
Reid Bay|bay|SRID=4269;POINT(-133.89111 56.3775)
Reid Creek|stream|SRID=4269;POINT(-135.28639 59.47556)
Reid Falls|falls|SRID=4269;POINT(-135.28472 59.47333)
Reid Glacier|glacier|SRID=4269;POINT(-136.80639 58.77417)
Reid Inlet|bay|SRID=4269;POINT(-136.81389 58.86139)
Mount Reid|summit|SRID=4269;POINT(-131.24778 55.70667)
Fox Island|island|SRID=4269;POINT(-149.32889 59.92722)
Rendu Glacier|glacier|SRID=4269;POINT(-136.84778 59.09139)
Rendu Inlet|bay|SRID=4269;POINT(-136.6475 58.95028)
Resurrection Bay|bay|SRID=4269;POINT(-149.36944 60.00611)
Resurrection Creek|stream|SRID=4269;POINT(-149.64444 60.92667)
Resurrection Pass|gap|SRID=4269;POINT(-149.72139 60.64167)
Resurrection Pass National Recreation Trail|trail|SRID=4269;POINT(-149.87611 60.56667)
Resurrection Peaks|ridge|SRID=4269;POINT(-149.47139 60.20139)
Resurrection Peninsula|cape|SRID=4269;POINT(-149.27806 59.94806)
Retaliation Point|cape|SRID=4269;POINT(-134.33583 56.85917)
Reverdy Mountains|range|SRID=4269;POINT(-130.00944 55.98)
Revillagigedo Channel|channel|SRID=4269;POINT(-131.115 55.06111)
Revillagigedo Island|island|SRID=4269;POINT(-131.2975 55.63417)
Reynolds Creek|stream|SRID=4269;POINT(-132.60417 55.21528)
Reynolds Creek|stream|SRID=4269;POINT(-146.5275 60.85806)
Reynolds Peak|summit|SRID=4269;POINT(-147.88417 60.01111)
Rezanof Lake|lake|SRID=4269;POINT(-134.84336 56.54224)
Rhino Peak|summit|SRID=4269;POINT(-134.43556 58.55917)
Mount Rice|summit|SRID=4269;POINT(-135.69139 59.02111)
Ridge Island|island|SRID=4269;POINT(-133.20833 55.27556)
Riggs Glacier|glacier|SRID=4269;POINT(-136.24361 59.16889)
Rimrock Creek|stream|SRID=4269;POINT(-149.63083 60.84278)
Ring Island|island|SRID=4269;POINT(-135.29028 57.03806)
Rip Point|cape|SRID=4269;POINT(-131.98083 55.03639)
Rip Rock|bar|SRID=4269;POINT(-146.34 60.46083)
Mount Ripinski|summit|SRID=4269;POINT(-135.51806 59.26528)
Ripon Glacier|glacier|SRID=4269;POINT(-148.59611 60.68083)
Ritter Point|cape|SRID=4269;POINT(-133.02833 54.85694)
River Point|cape|SRID=4269;POINT(-130.13944 55.57056)
River Point|cape|SRID=4269;POINT(-133.71111 57.99778)
Road Island|island|SRID=4269;POINT(-135.35 56.92639)
Roaring Creek|stream|SRID=4269;POINT(-149.44889 60.72333)
Roaring Glacier|glacier|SRID=4269;POINT(-148.44562 61.00374)
Rob Point|cape|SRID=4269;POINT(-135.55111 57.15833)
Robert Islands|island|SRID=4269;POINT(-133.47 57.30389)
Mount Robert Korn|summit|SRID=4269;POINT(-145.77722 60.48861)
Robinson Creek|stream|SRID=4269;POINT(-131.07694 55.88583)
Robinson Falls Creek|stream|SRID=4269;POINT(-145.64389 60.67028)
Robinson-Bowman Mine|mine|SRID=4269;POINT(-149.63194 60.85083)
Rock Butte|summit|SRID=4269;POINT(-132.47611 55.2825)
Rock Creek|stream|SRID=4269;POINT(-132.4675 55.31472)
Rock Lake|lake|SRID=4269;POINT(-132.49366 55.29524)
Rock Point|cape|SRID=4269;POINT(-131.40056 55.35667)
Rock Point|cape|SRID=4269;POINT(-131.8088 55.4136)
Rock Point|cape|SRID=4269;POINT(-132.92889 56.67306)
Rock Point|cape|SRID=4269;POINT(-135.49028 57.52944)
Rock Point|cape|SRID=4269;POINT(-133.47167 57.67944)
Rockfish Cove|bay|SRID=4269;POINT(-131.62361 55.76667)
Rockwell Point|cape|SRID=4269;POINT(-133.12778 54.93222)
Rocky Bay|bay|SRID=4269;POINT(-133.07889 56.04556)
Rocky Bay|bay|SRID=4269;POINT(-132.58222 56.055)
Rocky Bay|bay|SRID=4269;POINT(-135.97389 57.5675)
Rocky Bay|bay|SRID=4269;POINT(-147.09139 60.35)
Rocky Cove|bay|SRID=4269;POINT(-133.265 55.99056)
Rocky Cove|bay|SRID=4269;POINT(-135.5491 56.845)
Rocky Creek|stream|SRID=4269;POINT(-149.35444 60.37806)
Rocky Island|island|SRID=4269;POINT(-147.86639 60.315)
Rocky Pass|channel|SRID=4269;POINT(-132.41667 54.79306)
Rocky Pass|channel|SRID=4269;POINT(-133.73889 56.67722)
Rocky Patch|bar|SRID=4269;POINT(-135.29806 57.03)
Rocky Point|cape|SRID=4269;POINT(-134.58528 57.22333)
Rocky Point|cape|SRID=4269;POINT(-134.56556 57.30361)
Rocky Point|cape|SRID=4269;POINT(-133.52222 57.46972)
Rocky Point|cape|SRID=4269;POINT(-147.87778 60.31861)
Rocky Point|cape|SRID=4269;POINT(-146.75444 60.95528)
Rocky Point|cape|SRID=4269;POINT(-134.50028 57.53583)
Rodgers Peak|summit|SRID=4269;POINT(-132.5825 56.88444)
Rodgers Point|cape|SRID=4269;POINT(-135.56083 57.58472)
Rodman Bay|bay|SRID=4269;POINT(-135.36944 57.46722)
Rodman Creek|stream|SRID=4269;POINT(-135.39528 57.43528)
Rodman Glacier|glacier|SRID=4269;POINT(-138.69639 59.34083)
Rodman Peak|summit|SRID=4269;POINT(-132.95667 57.10694)
Rodman Rock|bar|SRID=4269;POINT(-135.24389 57.49472)
Roe Point|cape|SRID=4269;POINT(-131.00333 55.24111)
Rogers Island|island|SRID=4269;POINT(-135.46444 56.78139)
Rogue Creek|stream|SRID=4269;POINT(-145.81139 60.64583)
Roller Bay|bay|SRID=4269;POINT(-133.73417 55.52056)
Romer Glacier|glacier|SRID=4269;POINT(-136.74222 58.98583)
Romp Island|island|SRID=4269;POINT(-133.87278 57.46167)
Rookery Island|island|SRID=4269;POINT(-133.20278 56.69111)
Rookery Islands|island|SRID=4269;POINT(-133.11167 56.31306)
Roosevelt Harbor|bay|SRID=4269;POINT(-132.63278 56.39806)
Roosevelt Lagoon|lake|SRID=4269;POINT(-131.60361 55.59139)
Rope Creek|stream|SRID=4269;POINT(-144.27972 60.25778)
Rosa Reef|bar|SRID=4269;POINT(-131.80278 55.41278)
Rosary Island|island|SRID=4269;POINT(-133.30472 55.58111)
Rosaunt Creek|stream|SRID=4269;POINT(-136.1575 59.54278)
Rose Channel|channel|SRID=4269;POINT(-135.55139 57.4575)
Rose Inlet|bay|SRID=4269;POINT(-132.95139 54.94667)
Rose Island|island|SRID=4269;POINT(-132.85472 56.08139)
Rose Point|cape|SRID=4269;POINT(-132.94444 54.96889)
Rose Point|cape|SRID=4269;POINT(-136.09 57.62583)
Rose Rock|bar|SRID=4269;POINT(-132.88111 56.0875)
Rose Rock|bar|SRID=4269;POINT(-135.34306 57.0375)
Rose Rock|bar|SRID=4269;POINT(-134.57194 57.5025)
Mount Rosenberg|summit|SRID=4269;POINT(-135.32194 57.28389)
Rostislaf Lakes|lake|SRID=4269;POINT(-134.68861 56.47944)
Rough Channel|channel|SRID=4269;POINT(-136.12639 57.6)
Round Hill|summit|SRID=4269;POINT(-130.77556 54.84028)
Round Island|island|SRID=4269;POINT(-132.39861 54.87194)
Round Island|island|SRID=4269;POINT(-133.07167 55.24361)
Round Island|island|SRID=4269;POINT(-132.38111 55.51556)
Round Island|island|SRID=4269;POINT(-133.10361 56.31389)
Round Island|island|SRID=4269;POINT(-134.35667 56.88028)
Round Island|island|SRID=4269;POINT(-135.37861 56.91472)
Round Island|island|SRID=4269;POINT(-134.83833 57.21028)
Round Island|island|SRID=4269;POINT(-135.71222 57.36722)
Round Island|island|SRID=4269;POINT(-145.06278 60.44611)
Round Island|island|SRID=4269;POINT(-131.38194 55.24917)
Round Islands|island|SRID=4269;POINT(-132.49472 54.78056)
Round Islet|island|SRID=4269;POINT(-133.60139 57.7525)
Round Lake|lake|SRID=4269;POINT(-134.70009 56.36951)
Round Mountain|summit|SRID=4269;POINT(-131.55806 55.20083)
